Species name,Compounds,Amount,Time of data collection,Plant part,Identification method,Profile,Profile base,DOI number,Time_of_publication,Location,Country,Essential oil extraction method,Development stage,Season/month,Experimental condition,Species variety,Plant Sample,Journals name
Morinda royoc,?-Terpinene,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Heptan-2-one,0.2,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Methyl hexanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-3-buten-1-yl acetate,0.3,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Limonene,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methylbutan-1-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,"1,8-Cineole",tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Butyl butanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Ethyl hexanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,?-Terpinene,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-3-buten-1-ol,6.3,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methylbutyl butanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,p-Cymene,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Terpinolene,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Octan-2-one,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Methyl heptanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methylbutyl 3-methylbutanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Heptan-2-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-2-buten-1-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Octyl acetate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-3-buten-1-yl butanoate,1.8,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Hexan-1-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-3-buten-1-yl 2-methylbutanoate,0.1,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,3-Methyl-3-buten-1-yl 3-methylbutanoate,1.2,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,1-Octen-3-yl acetate,0.1,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Nonan-2-one,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Methyl octanoate,0.8,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,2-Methylbutyl hexanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Butyl hexanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Hexyl butanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,(Z)-3-Hexenyl butanoate,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Ethyl octanoate,0.3,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,cis-Linalool oxide (furanoid),tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,1-Octen-3-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Acetic acid,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
